0,0,0,genus,species,taxonCH,speciesCH,SEN,Nr_SISF,TaxonID,Rangstufe,Familie,0,0,0,already_cut,height_ave,height_max,0,0,0,0,0,worms,representativitaet,qualitaet
0,0,0,Origan,vulg,Origanum vulgare L.,Origanum vulgare L.,4025,282600,1031560,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Paradi,lili,Paradisea liliastrum (L.) Bertol.,Paradisea liliastrum (L.) Bertol.,4156,292100,1032560,sp,Asparagaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Parnas,palu,Parnassia palustris L.,Parnassia palustris L.,4164,292700,1032600,sp,Celastraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pedicu,asce,Pedicularis ascendens Gaudin,Pedicularis ascendens Gaudin,4208,293700,1032750,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pedicu,tube,Pedicularis tuberosa L.,Pedicularis tuberosa L.,4211,295400,1032930,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Phyteu,beto,Phyteuma betonicifolium Vill.,Phyteuma betonicifolium Vill.,4286,300800,1033570,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Phyteu,orbi,Phyteuma orbiculare L.,Phyteuma orbiculare L.,4300,301800,1033670,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Phyteu,spic,Phyteuma spicatum L.,Phyteuma spicatum L.,4308,302400,1033740,sp,Campanulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Picris,hier,Picris hieracioides L.,Picris hieracioides L.,4316,303100,1033830,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Pimpin,majo,Pimpinella major (L.) Huds.,Pimpinella major (L.) Huds.,4326,303800,1033920,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pimpin,saxi,Pimpinella saxifraga L.,Pimpinella saxifraga L.,4332,304000,1033970,sp,Apiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,alpi,Plantago alpina L.,Plantago alpina L.,4369,307000,1034250,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,atra,Plantago atrata Hoppe,Plantago atrata Hoppe,4375,307250,1034280,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,lanc,Plantago lanceolata L.,Plantago lanceolata L.,4382,307800,1034330,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,majo,Plantago major L.,Plantago major L.,4385,307850,1034350,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Planta,medi,Plantago media L.,Plantago media L.,4386,308100,1034390,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polyga,alpe,Polygala alpestris Rchb.,Polygala alpestris Rchb.,4437,312300,1034770,sp,Polygalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polyga,vulg,Polygala vulgaris L.,Polygala vulgaris L.,4459,313195,1034890,sp,Polygalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polygo,bist,Polygonum bistorta L.,Polygonum bistorta L.,4471,314400,1035010,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Polygo,vivi,Polygonum viviparum L.,Polygonum viviparum L.,4487,315800,1035170,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,aure,Potentilla aurea L.,Potentilla aurea L.,4540,321300,1035720,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,cran,Potentilla crantzii (Crantz) Fritsch,Potentilla crantzii (Crantz) Fritsch,4552,322100,1035790,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Potent,erec,Potentilla erecta (L.) Raeusch.,Potentilla erecta (L.) Raeusch.,4558,322400,1035810,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,elat,Primula elatior (L.) L.,Primula elatior (L.) L.,4607,325950,1036200,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,fari,Primula farinosa L.,Primula farinosa L.,4609,326200,1036230,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Primul,veri,Primula veris L.,Primula veris L.,4634,327195,1036330,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Prunel,gran,Prunella grandiflora (L.) Scholler,Prunella grandiflora (L.) Scholler,4639,327900,1036460,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Prunel,vulg,Prunella vulgaris L.,Prunella vulgaris L.,4643,328100,1036480,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pseudo,albi,Pseudorchis albida (L.) Á. Löve & D. Löve,Pseudorchis albida (L.) Á. Löve & D. Löve,4673,330400,1036710,sp,Orchidaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pulsat,alpi,Pulsatilla alpina (L.) Delarbre,Pulsatilla alpina (L.) Delarbre,4718,333195,1036980,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Pulsat,alpi,Pulsatilla alpina subsp. apiifolia (Scop.) Nyman,Pulsatilla alpina (L.) Delarbre,4719,333390,1037010,subsp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,acon,Ranunculus aconitifolius L.,Ranunculus aconitifolius L.,4767,336500,1037360,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,acri,Ranunculus acris L.,Ranunculus acris L.,4770,336595,1037370,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,bulb,Ranunculus bulbosus L.,Ranunculus bulbosus L.,4849,337700,1037510,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,fica,Ranunculus ficaria L.,Ranunculus ficaria L.,4855,338200,1037550,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ranunc,mont,Ranunculus montanus Willd.,Ranunculus montanus Willd.,4872,339500,1037710,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Ranunc,repe,Ranunculus repens L.,Ranunculus repens L.,4888,340900,1037840,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Rhinan,alec,Rhinanthus alectorolophus (Scop.) Pollich,Rhinanthus alectorolophus (Scop.) Pollich,4922,344100,1038230,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Rhinan,mino,Rhinanthus minor L.,Rhinanthus minor L.,4938,344800,1038290,sp,Orobanchaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
X,0,0,Rumex,acet,Rumex acetosa L.,Rumex acetosa L.,5118,358900,1040140,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
,0,0,Rumex,alpe,Rumex alpestris Jacq.,Rumex alpestris Jacq.,5119,359300,1040190,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Rumex,obtu,Rumex obtusifolius L.,Rumex obtusifolius L.,5141,360400,1040290,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
,0,0,Rumex,alpi,Rumex alpinus L.,Rumex alpinus L.,5127,359400,1040200,sp,Polygonaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Salvia,prat,Salvia pratensis L.,Salvia pratensis L.,5238,367600,1041200,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Sangui,mino,Sanguisorba minor Scop.,Sanguisorba minor Scop.,5251,368650,1041340,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Sangui,offi,Sanguisorba officinalis L.,Sanguisorba officinalis L.,5256,369000,1041370,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Scabio,colu,Scabiosa columbaria L.,Scabiosa columbaria L.,5361,376500,1042090,sp,Caprifoliaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Scabio,luci,Scabiosa lucida Vill.,Scabiosa lucida Vill.,5364,377100,1042120,sp,Caprifoliaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Sibbal,proc,Sibbaldia procumbens L.,Sibbaldia procumbens L.,5598,393700,1043840,sp,Rosaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Silene,dioi,Silene dioica (L.) Clairv.,Silene dioica (L.) Clairv.,5619,394900,1043940,sp,Caryophyllaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Silene,nuta,Silene nutans L.,Silene nutans L.,5635,396050,1044020,sp,Caryophyllaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
x,0,0,Silene,vulg,Silene vulgaris (Moench) Garcke,Silene vulgaris (Moench) Garcke,5662,397295,1044140,sp,Caryophyllaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Soldan,alpi,Soldanella alpina L.,Soldanella alpina L.,5700,400600,1044540,sp,Primulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Solida,virg,Solidago virgaurea L.,Solidago virgaurea L.,5716,401395,1044620,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Stella,gram,Stellaria graminea L.,Stellaria graminea L.,5816,407500,1045360,sp,Caryophyllaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Taraxa,offi,Taraxacum officinale aggr.,Taraxacum officinale aggr.,5882,413100,1046080,aggr,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Thesiu,alpi,Thesium alpinum L.,Thesium alpinum L.,5952,417200,1046450,sp,Santalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Thesiu,pyre,Thesium pyrenaicum Pourr.,Thesium pyrenaicum Pourr.,5960,417700,1046500,sp,Santalaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Thlasp,alpe,Thlaspi alpestre aggr.,Thlaspi alpestre aggr.,5966,417995,1046560,aggr,Brassicaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Thymus,serp,Thymus serpyllum aggr.,Thymus serpyllum aggr.,5991,421200,1046890,aggr,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Thymus,pule,Thymus pulegioides L.,Thymus pulegioides L.,6002,420940,1046860,sp,Lamiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Tofiel,caly,Tofieldia calyculata (L.) Wahlenb.,Tofieldia calyculata (L.) Wahlenb.,6009,421600,1046990,sp,Tofieldiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Tragop,prat,Tragopogon pratensis L.,Tragopogon pratensis L.,6034,422950,1047180,sp,Asteraceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Trolli,euro,Trollius europaeus L.,Trollius europaeus L.,6131,430600,1048030,sp,Ranunculaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Urtica,dioi,Urtica dioica L.,Urtica dioica L.,6175,433400,1048360,sp,Urticaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Valeri,dioi,Valeriana dioica L.,Valeriana dioica L.,6207,435600,1048580,sp,Caprifoliaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
,0,0,Veratr,albu,Veratrum album L.,Veratrum album L.,6242,437800,1048820,sp,Melanthiaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,arve,Veronica arvensis L.,Veronica arvensis L.,6280,440800,1049160,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,bell,Veronica bellidioides L.,Veronica bellidioides L.,6289,441100,1049190,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,cham,Veronica chamaedrys L.,Veronica chamaedrys L.,6291,441400,1049210,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,offi,Veronica officinalis L.,Veronica officinalis L.,6303,442400,1049340,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,serp,Veronica serpyllifolia L.,Veronica serpyllifolia L.,6307,443395,1049460,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Veroni,mont,Veronica montana L.,Veronica montana L.,6302,442300,1049330,sp,Plantaginaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,bifl,Viola biflora L.,Viola biflora L.,6383,449100,1050010,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,calc,Viola calcarata L.,Viola calcarata L.,6385,449200,1050020,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,cani,Viola canina L.,Viola canina L.,6391,449250,1050060,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,hirt,Viola hirta L.,Viola hirta L.,6404,450300,1050170,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,rivi,Viola riviniana Rchb.,Viola riviniana Rchb.,6424,451700,1050280,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,tric,Viola tricolor L.,Viola tricolor L.,6428,452500,1050340,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Viola,reic,Viola reichenbachiana Boreau,Viola reichenbachiana Boreau,6423,451600,1050270,sp,Violaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,,,,,,,,,,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Acer,pseu,Acer pseudoplatanus L.,Acer pseudoplatanus L.,11,800,1000130,sp,Sapindaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Alnus,viri,Alnus viridis (Chaix) DC.,Alnus viridis (Chaix) DC.,351,25400,1002870,sp,Betulaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Callun,vulg,Calluna vulgaris (L.) Hull,Calluna vulgaris (L.) Hull,1039,73600,1008160,sp,Ericaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Fraxin,exce,Fraxinus excelsior L.,Fraxinus excelsior L.,2473,174200,1019970,sp,Oleaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Junipe,comm,Juniperus communis L.,Juniperus communis L.,3135,220395,1025140,sp,Cupressaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Ononis,spin,Ononis spinosa aggr.,Ononis spinosa aggr.,3939,276850,1030955,aggr,Fabaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
0,0,0,Picea,abie,Picea abies (L.) H. Karst.,Picea abies (L.) H. Karst.,4311,302800,1033800,sp,Pinaceae,IWRW1,auth,date,cut,ave,max,cover,mossy,dead,stone,soil,wormy,representativitaet,qualitaet
